,GEO_NAME,County_Population,non_white_total,perc_non_white,predrt
0,"Autauga County, AL",55200,11324,20.51449275,23.6
1,"Baldwin County, AL",208107,22975,11.03999385,24.72
2,"Barbour County, AL",25782,12435,48.23132418,35.11
3,"Bibb County, AL",22527,5063,22.47525192,28.64
4,"Blount County, AL",57645,1219,2.114667361,27.59
5,"Bullock County, AL",10352,8071,77.96561051,33.75
6,"Butler County, AL",20025,9288,46.38202247,31.51
7,"Calhoun County, AL",115098,25103,21.81010965,26.34
8,"Chambers County, AL",33826,13821,40.85910247,30.84
9,"Cherokee County, AL",25853,1558,6.026379917,30.3
10,"Chilton County, AL",43930,4461,10.15479171,26.97
11,"Choctaw County, AL",13075,5612,42.92160612,34.86
12,"Clarke County, AL",24387,11321,46.42227416,30.47
13,"Clay County, AL",13378,2150,16.07116161,31.43
14,"Cleburne County, AL",14938,435,2.912036417,27.2
15,"Coffee County, AL",51288,10112,19.71611293,25.24
16,"Colbert County, AL",54495,9278,17.02541518,26.25
17,"Conecuh County, AL",12514,6045,48.30589739,33.79
18,"Coosa County, AL",10855,3722,34.28834638,27.36
19,"Covington County, AL",37351,5056,13.5364515,30.8
20,"Crenshaw County, AL",13865,3495,25.20735665,29.79
21,"Cullman County, AL",82313,1683,2.044634505,26.3
22,"Dale County, AL",49255,10763,21.85158867,27.23
23,"Dallas County, AL",40029,28467,71.11594094,32.31
24,"DeKalb County, AL",71200,2699,3.790730337,28.96
25,"Elmore County, AL",81212,18003,22.16790622,22.93
26,"Escambia County, AL",37328,13564,36.3373339,31.68
27,"Etowah County, AL",102939,17768,17.2607078,27.54
28,"Fayette County, AL",16585,2092,12.61380766,31.57
29,"Franklin County, AL",31542,1995,6.324900133,30.12
30,"Geneva County, AL",26491,2852,10.7659205,29.29
31,"Greene County, AL",8426,6761,80.23973416,38.11
32,"Hale County, AL",14887,8816,59.21945321,35.65
33,"Henry County, AL",17124,4753,27.75636534,30.87
34,"Houston County, AL",104352,29274,28.05312787,26.54
35,"Jackson County, AL",52094,2706,5.194456175,28.09
36,"Jefferson County, AL",659892,293731,44.51198075,27.42
37,"Lamar County, AL",13933,1558,11.1820857,34.28
38,"Lauderdale County, AL",92585,10454,11.29124588,24.4
39,"Lawrence County, AL",33171,5573,16.80081999,29.14
40,"Lee County, AL",159287,43496,27.30668542,21.73
41,"Limestone County, AL",93052,14519,15.60310364,22.42
42,"Lowndes County, AL",10236,7614,74.38452521,34.31
43,"Macon County, AL",19054,15853,83.20037787,36.81
44,"Madison County, AL",357560,97384,27.23570869,22.28
45,"Marengo County, AL",19538,10569,54.09458491,35.64
46,"Marion County, AL",29965,1268,4.231603537,30.93
47,"Marshall County, AL",95145,3461,3.63760576,26.96
48,"Mobile County, AL",414659,158528,38.23093192,28.14
49,"Monroe County, AL",21512,9393,43.66400149,30.05
50,"Montgomery County, AL",226941,137440,60.56199629,30.91
51,"Morgan County, AL",119122,16791,14.09563305,26.29
52,"Perry County, AL",9486,6615,69.73434535,37.8
53,"Pickens County, AL",20298,8413,41.44743324,30.8
54,"Pike County, AL",33403,13624,40.78675568,28.64
55,"Randolph County, AL",22574,4717,20.89572074,31.69
56,"Russell County, AL",58213,25712,44.16882827,27.44
57,"St. Clair County, AL",87306,9312,10.66593361,24.73
58,"Shelby County, AL",211261,30219,14.30410724,20.32
59,"Sumter County, AL",12985,9692,74.6399692,34.49
60,"Talladega County, AL",80565,26853,33.33085087,29.4
61,"Tallapoosa County, AL",40636,11430,28.12776848,31.43
62,"Tuscaloosa County, AL",206213,69028,33.47412627,23.22
63,"Walker County, AL",64493,4435,6.876715302,28.25
64,"Washington County, AL",16643,5375,32.29586012,34.04
65,"Wilcox County, AL",10809,7533,69.6919234,39.38
66,"Winston County, AL",23875,223,0.934031414,30.9
67,"Aleutians East Borough, AK",3425,2396,69.95620438,37.24
68,"Aleutians West Census Area, AK",5750,3345,58.17391304,17.23
69,"Anchorage Municipality, AK",296112,73650,24.8723456,
70,"Bethel Census Area, AK",18040,15236,84.45676275,24.98
71,"Bristol Bay Borough, AK",890,300,33.70786517,18.02
72,"Denali Borough, AK",2232,163,7.302867384,16.8
73,"Dillingham Census Area, AK",4975,3733,75.03517588,24.69
74,"Fairbanks North Star Borough, AK",99653,15355,15.40846738,15.33
75,"Haines Borough, AK",2518,296,11.7553614,18.67
76,"Hoonah-Angoon Census Area, AK",2132,952,44.65290807,21.66
77,"Juneau City and Borough, AK",32330,6491,20.07732756,
78,"Kenai Peninsula Borough, AK",58220,5943,10.20783236,21.18
79,"Ketchikan Gateway Borough, AK",13804,3183,23.05853376,26.16
80,"Kodiak Island Borough, AK",13649,5132,37.59982416,21.33
81,"Kusilvak Census Area, AK",8198,7574,92.38838741,31.82
82,"Lake and Peninsula Borough, AK",1375,974,70.83636364,25.65
83,"Matanuska-Susitna Borough, AK",103464,8672,8.381659321,16.97
84,"Nome Census Area, AK",9925,7688,77.46095718,21.67
85,"North Slope Borough, AK",9797,5900,60.2225171,20.32
86,"Northwest Arctic Borough, AK",7734,6545,84.62632532,25.38
87,"Petersburg Borough, AK",3255,579,17.78801843,28.47
88,"Prince of Wales-Hyder Census Area, AK",6474,2724,42.07599629,26.83
89,"Sitka City and Borough, AK",8738,1861,21.29777981,
90,"Skagway Municipality, AK",1061,87,8.199811499,15.51
91,"Southeast Fairbanks Census Area, AK",6876,1112,16.17219314,19.83
92,"Valdez-Cordova Census Area, AK",9301,1597,17.17019675,17.37
93,"Wrangell City and Borough, AK",2484,576,23.1884058,27.69
94,"Yakutat City and Borough, AK",689,270,39.18722787,
95,"Yukon-Koyukuk Census Area, AK",5415,3860,71.28347184,31.41
96,"Apache County, AZ",71522,53525,74.83711306,43.3
97,"Cochise County, AZ",126279,9202,7.287039017,28.7
98,"Coconino County, AZ",140217,42341,30.19676644,23.51
99,"Gila County, AZ",53400,9385,17.57490637,33.4
100,"Graham County, AZ",37879,5857,15.46239341,24.09
101,"Greenlee County, AZ",9504,678,7.133838384,26.77
102,"La Paz County, AZ",20701,3260,15.7480315,43.23
103,"Maricopa County, AZ",4253913,501534,11.78994493,28.46
104,"Mohave County, AZ",206064,10145,4.923227735,31.98
105,"Navajo County, AZ",108705,50064,46.05491928,32.81
106,"Pima County, AZ",1019722,105258,10.32222508,30.43
107,"Pinal County, AZ",419721,48563,11.57030504,29.48
108,"Santa Cruz County, AZ",46584,1040,2.232526189,32.56
109,"Yavapai County, AZ",224645,6949,3.093325024,29.6
110,"Yuma County, AZ",207829,10037,4.829451135,34.21
111,"Arkansas County, AR",18124,4695,25.90487751,27.58
112,"Ashley County, AR",20537,5370,26.14792813,31.69
113,"Baxter County, AR",41219,389,0.943739538,32.54
114,"Benton County, AR",258980,19371,7.479728164,19.86
115,"Boone County, AR",37288,674,1.807552027,24.22
116,"Bradley County, AR",10948,3303,30.16989404,32.05
117,"Calhoun County, AR",5202,1142,21.95309496,29.2
118,"Carroll County, AR",27887,1065,3.818983756,27.56
119,"Chicot County, AR",10826,5928,54.75706632,36.66
120,"Clark County, AR",22385,5624,25.12396694,28.53
121,"Clay County, AR",15061,159,1.055706792,25.94
122,"Cleburne County, AR",25230,565,2.239397543,28.86
123,"Cleveland County, AR",8226,940,11.42718211,28.19
124,"Columbia County, AR",23892,8705,36.43478989,30.56
125,"Conway County, AR",20906,2365,11.31254185,26.91
126,"Craighead County, AR",105701,16630,15.73305834,23.16
127,"Crawford County, AR",62472,3395,5.434434627,24.67
128,"Crittenden County, AR",49013,24372,49.72558301,26.63
129,"Cross County, AR",16998,3342,19.6611366,25.82
130,"Dallas County, AR",7432,3165,42.5861141,32.64
131,"Desha County, AR",11887,5665,47.6571044,32.6
132,"Drew County, AR",18502,5394,29.15360502,27.05
133,"Faulkner County, AR",122416,16194,13.22866292,21.42
134,"Franklin County, AR",17780,587,3.301462317,32.89
135,"Fulton County, AR",12139,137,1.128593789,32.86
136,"Garland County, AR",98296,9351,9.51310328,29.18
137,"Grant County, AR",18086,583,3.223487781,27.54
138,"Greene County, AR",44623,994,2.227550815,23.34
139,"Hempstead County, AR",22018,6831,31.02461622,29.38
140,"Hot Spring County, AR",33520,4205,12.5447494,27.78
141,"Howard County, AR",13389,2836,21.18156696,29.8
142,"Independence County, AR",37264,1012,2.715757836,23.91
143,"Izard County, AR",13559,467,3.4442068,31.95
144,"Jackson County, AR",17225,2174,12.62119013,29.32
145,"Jefferson County, AR",70424,40763,57.88225605,30.65
146,"Johnson County, AR",26291,993,3.776957894,30.71
147,"Lafayette County, AR",6915,2589,37.44034707,30.42
148,"Lawrence County, AR",16669,237,1.421800948,24.88
149,"Lee County, AR",9398,5353,56.95892743,36.2
150,"Lincoln County, AR",13695,4341,31.69769989,29.63
151,"Little River County, AR",12417,2949,23.74969799,27.46
152,"Logan County, AR",21757,1024,4.706531231,26.92
153,"Lonoke County, AR",72206,5429,7.518765754,20.5
154,"Madison County, AR",16076,519,3.228415029,30.39
155,"Marion County, AR",16438,403,2.451636452,32.87
156,"Miller County, AR",43759,11535,26.3602916,27.03
157,"Mississippi County, AR",42831,15359,35.85954099,29.57
158,"Monroe County, AR",7249,2964,40.8883984,34.65
159,"Montgomery County, AR",8993,303,3.369287223,30.78
160,"Nevada County, AR",8440,2960,35.07109005,28.53
161,"Newton County, AR",7848,225,2.866972477,27.15
162,"Ouachita County, AR",24106,9967,41.34655273,31.97
163,"Perry County, AR",10322,259,2.509203643,30.53
164,"Phillips County, AR",19034,11938,62.71934433,33.24
165,"Pike County, AR",10808,484,4.478164323,25.7
166,"Poinsett County, AR",24054,1215,5.051134946,30.58
167,"Polk County, AR",20163,579,2.871596489,27.65
168,"Pope County, AR",63644,2904,4.562881026,24.42
169,"Prairie County, AR",8244,1131,13.71906841,28.41
170,"Pulaski County, AR",393463,153214,38.93987491,27.11
171,"Randolph County, AR",17603,285,1.619042209,27.38
172,"St. Francis County, AR",26294,14927,56.76960523,35.91
173,"Saline County, AR",118009,10164,8.612902406,23.17
174,"Scott County, AR",10442,370,3.543382494,29.3
175,"Searcy County, AR",7923,353,4.455383062,28.79
176,"Sebastian County, AR",127461,16139,12.66191227,25.52
177,"Sevier County, AR",17193,1349,7.846216483,26.7
178,"Sharp County, AR",17043,234,1.372997712,34.67
179,"Stone County, AR",12446,86,0.690985055,30.69
180,"Union County, AR",39732,13590,34.20416793,27.23
181,"Van Buren County, AR",16684,215,1.288659794,32.95
182,"Washington County, AR",228529,21091,9.229025638,21.6
183,"White County, AR",78804,4054,5.144408913,26.45
184,"Woodruff County, AR",6660,1942,29.15915916,31.02
185,"Yell County, AR",21573,899,4.167246095,28.45
186,"Alameda County, CA",1643700,688049,41.8597676,26.47
187,"Alpine County, CA",1146,336,29.31937173,25.52
188,"Amador County, CA",37829,1667,4.40667213,29.06
189,"Butte County, CA",227075,16940,7.460090279,26.75
190,"Calaveras County, CA",45235,1488,3.289488228,27.53
191,"Colusa County, CA",21464,940,4.379426016,22.9
192,"Contra Costa County, CA",1133247,293512,25.90009062,24.85
193,"Del Norte County, CA",27424,3803,13.8674154,23.68
194,"El Dorado County, CA",186661,11459,6.138936361,21.26
195,"Fresno County, CA",978130,160120,16.37001217,30.81
196,"Glenn County, CA",27897,1796,6.43796824,24.83
197,"Humboldt County, CA",135768,12978,9.558953509,25.26
198,"Imperial County, CA",180216,9495,5.268677587,34.93
199,"Inyo County, CA",18085,2587,14.30467238,27.68
200,"Kern County, CA",883053,101207,11.46103348,28.65
201,"Kings County, CA",150075,18261,12.16791604,28.93
202,"Lake County, CA",64148,4679,7.294069963,26.38
203,"Lassen County, CA",31185,4257,13.65079365,24.06
204,"Los Angeles County, CA",10098052,2392411,23.69180709,30.19
205,"Madera County, CA",155013,10994,7.092308387,28.31
206,"Marin County, CA",260295,22030,8.463474135,23.36
207,"Mariposa County, CA",17540,860,4.903078677,27.34
208,"Mendocino County, CA",87422,5981,6.841527304,30.02
209,"Merced County, CA",269075,31514,11.71197621,27.13
210,"Modoc County, CA",8938,593,6.634593869,25.76
211,"Mono County, CA",14174,971,6.850571469,20.2
212,"Monterey County, CA",433212,40774,9.412019981,28.87
213,"Napa County, CA",140530,15710,11.17910766,29.58
214,"Nevada County, CA",99092,2681,2.705566544,25.35
215,"Orange County, CA",3164182,714312,22.57493406,29.13
216,"Placer County, CA",380077,36461,9.593056144,22.96
217,"Plumas County, CA",18699,863,4.615220065,30.74
218,"Riverside County, CA",2383286,331799,13.92191285,26.19
219,"Sacramento County, CA",1510023,411593,27.25739939,27.85
220,"San Benito County, CA",59416,2718,4.57452538,25.01
221,"San Bernardino County, CA",2135413,352641,16.51394836,25.72
222,"San Diego County, CA",3302833,591713,17.91531694,25.47
223,"San Francisco County, CA",870044,348726,40.08142117,28.46
224,"San Joaquin County, CA",732212,174208,23.79201652,29.59
225,"San Luis Obispo County, CA",281455,17657,6.273471781,26.6
226,"San Mateo County, CA",765935,246612,32.19751023,25.19
227,"Santa Barbara County, CA",443738,37692,8.494201533,29.08
228,"Santa Clara County, CA",1922200,754078,39.22994485,24.62
229,"Santa Cruz County, CA",273765,16888,6.168794404,26.58
230,"Shasta County, CA",179085,12531,6.997235949,23.14
231,"Sierra County, CA",2930,31,1.058020478,32.71
232,"Siskiyou County, CA",43540,2928,6.724850712,28.82
233,"Solano County, CA",438530,135866,30.98214489,25.13
234,"Sonoma County, CA",501317,34537,6.889253706,26.77
235,"Stanislaus County, CA",539301,53016,9.830502818,28.32
236,"Sutter County, CA",95872,18146,18.92731976,26.25
237,"Tehama County, CA",63373,3075,4.852224133,24.41
238,"Trinity County, CA",12862,1029,8.000310994,31.81
239,"Tulare County, CA",460477,29954,6.504993735,29.48
240,"Tuolumne County, CA",53932,2806,5.202848031,26.38
241,"Ventura County, CA",848112,85447,10.07496651,27.32
242,"Yolo County, CA",214977,37677,17.52606093,26.37
243,"Yuba County, CA",75493,8958,11.86600082,24.59
244,"Adams County, CO",497115,42624,8.574273558,27.58
245,"Alamosa County, CO",16444,960,5.837995622,22.69
246,"Arapahoe County, CO",636671,110757,17.39626903,26.7
247,"Archuleta County, CO",12908,574,4.446854664,25.57
248,"Baca County, CO",3563,96,2.694358687,27.18
249,"Bent County, CO",5809,336,5.784128077,25.98
250,"Boulder County, CO",321030,19706,6.138367131,23.26
251,"Broomfield County, CO",66120,5447,8.238052027,20.15
252,"Chaffee County, CO",19164,561,2.927363807,26.57
253,"Cheyenne County, CO",2039,55,2.697400687,17.64
254,"Clear Creek County, CO",9379,238,2.537583964,20.72
255,"Conejos County, CO",8142,269,3.303856546,27.5
256,"Costilla County, CO",3687,152,4.122592894,32.71
257,"Crowley County, CO",5630,310,5.506216696,27.34
258,"Custer County, CO",4640,163,3.512931034,28.56
259,"Delta County, CO",30346,930,3.06465432,27.55
260,"Denver County, CO",693417,98890,14.26125982,29.15
261,"Dolores County, CO",1841,13,0.706137968,26.42
262,"Douglas County, CO",328614,20492,6.235887698,14.01
263,"Eagle County, CO",54357,1147,2.110123811,19.72
264,"Elbert County, CO",25162,597,2.372625387,14.78
265,"El Paso County, CO",688153,69876,10.15413723,22.85
266,"Fremont County, CO",47002,2928,6.229522148,29.45
267,"Garfield County, CO",58538,1189,2.031159247,19.27
268,"Gilpin County, CO",5924,186,3.139770425,14.76
269,"Grand County, CO",15066,384,2.548785344,23.02
270,"Gunnison County, CO",16537,370,2.237407027,16.28
271,"Hinsdale County, CO",878,27,3.075170843,30.33
272,"Huerfano County, CO",6583,153,2.324168312,33.82
273,"Jackson County, CO",1296,0,0,27.61
274,"Jefferson County, CO",570427,27301,4.786063773,23.5
275,"Kiowa County, CO",1449,17,1.173222912,22.34
276,"Kit Carson County, CO",7635,291,3.811394892,17.44
277,"Lake County, CO",7585,178,2.346736981,19.46
278,"La Plata County, CO",55101,4050,7.350138836,19.16
279,"Larimer County, CO",338161,13411,3.965862415,20.52
280,"Las Animas County, CO",14179,731,5.155511672,27.97
281,"Lincoln County, CO",5548,649,11.69790916,24.69
282,"Logan County, CO",21689,471,2.171607727,23.54
283,"Mesa County, CO",149998,4135,2.756703423,25.5
284,"Mineral County, CO",823,32,3.888213852,23.2
285,"Moffat County, CO",13060,282,2.159264931,18.4
286,"Montezuma County, CO",25909,3367,12.99548419,28.52
287,"Montrose County, CO",41268,1058,2.563729766,24.26
288,"Morgan County, CO",28257,1269,4.490922603,23.94
289,"Otero County, CO",18325,746,4.070941337,34.68
290,"Ouray County, CO",4722,75,1.588310038,23.09
291,"Park County, CO",17392,516,2.966881325,21.11
292,"Phillips County, CO",4318,38,0.880037054,29.12
293,"Pitkin County, CO",17909,589,3.288849182,20.99
294,"Prowers County, CO",12052,335,2.77962164,26.46
295,"Pueblo County, CO",164685,11238,6.823936606,29.59
296,"Rio Blanco County, CO",6465,86,1.330239753,17.04
297,"Rio Grande County, CO",11351,436,3.841071271,26.23
298,"Routt County, CO",24874,607,2.440299108,17.74
299,"Saguache County, CO",6468,170,2.628324057,23.52
300,"San Juan County, CO",544,7,1.286764706,26.9
301,"San Miguel County, CO",7968,159,1.995481928,20.83
302,"Sedgwick County, CO",2350,83,3.531914894,26.7
303,"Summit County, CO",30429,640,2.103256762,17.65
304,"Teller County, CO",24113,553,2.293368722,21.78
305,"Washington County, CO",4840,103,2.128099174,20.4
306,"Weld County, CO",295123,10070,3.412136635,23.25
307,"Yuma County, CO",10069,289,2.87019565,18.64
308,"Fairfield County, CT",944348,159967,16.93941217,25.21
309,"Hartford County, CT",894730,171981,19.22155287,24.7
310,"Litchfield County, CT",183031,7284,3.97965372,19.91
311,"Middlesex County, CT",163368,13946,8.536555507,19.54
312,"New Haven County, CT",859339,149657,17.41536227,26
313,"New London County, CT",268881,28398,10.56154953,20.58
314,"Tolland County, CT",151269,11725,7.751092425,16.1
315,"Windham County, CT",116538,4992,4.283581321,20.94
316,"Kent County, DE",174822,49003,28.03022503,24.06
317,"New Castle County, DE",555133,170817,30.77046401,27.08
318,"Sussex County, DE",219540,30727,13.99608272,30.66
319,"District of Columbia, DC",684498,350368,51.18612472,31.44
320,"Alachua County, FL",263148,69457,26.39465244,23.43
321,"Baker County, FL",27785,4092,14.72737088,26.61
322,"Bay County, FL",182482,25315,13.87260113,23.22
323,"Bradford County, FL",26979,5615,20.81248378,30.04
324,"Brevard County, FL",576808,74584,12.93047253,27.3
325,"Broward County, FL",1909151,618584,32.40099919,34.63
326,"Calhoun County, FL",14444,2086,14.44198283,27.61
327,"Charlotte County, FL",176954,12523,7.076980458,37.61
328,"Citrus County, FL",143087,7134,4.985777883,35.65
329,"Clay County, FL",207291,27706,13.36575153,22.25
330,"Collier County, FL",363922,30897,8.4900061,37.08
331,"Columbia County, FL",69105,13161,19.04493163,26.45
332,"DeSoto County, FL",36399,4746,13.03881975,34.78
333,"Dixie County, FL",16437,1439,8.754638924,33.86
334,"Duval County, FL",924229,319680,34.58883026,25.88
335,"Escambia County, FL",311522,80158,25.73108801,22.72
336,"Flagler County, FL",107139,14210,13.26314414,30.43
337,"Franklin County, FL",11736,1755,14.95398773,36.14
338,"Gadsden County, FL",46017,26027,56.55953235,33
339,"Gilchrist County, FL",17615,1179,6.693159239,26.09
340,"Glades County, FL",13363,2447,18.31175634,45.19
341,"Gulf County, FL",16055,3183,19.8255995,27.4
342,"Hamilton County, FL",14269,5028,35.23722756,35.13
343,"Hardee County, FL",27228,2389,8.774056119,29.22
344,"Hendry County, FL",40127,5718,14.24975702,34.54
345,"Hernando County, FL",182696,12209,6.682685992,29.59
346,"Highlands County, FL",102101,11151,10.92153848,37.17
347,"Hillsborough County, FL",1378883,289597,21.00228953,27.69
348,"Holmes County, FL",19430,1768,9.099330932,33.38
349,"Indian River County, FL",150984,16035,10.62033063,32.45
350,"Jackson County, FL",48472,13665,28.19153326,30.3
351,"Jefferson County, FL",14105,4975,35.27118043,31.96
352,"Lafayette County, FL",8744,1607,18.37831656,26.58
353,"Lake County, FL",335362,43473,12.96300714,29.13
354,"Lee County, FL",718679,74961,10.43038686,31.29
355,"Leon County, FL",288102,100210,34.78281997,23.05
356,"Levy County, FL",39961,3834,9.594354496,30.63
357,"Liberty County, FL",8365,1367,16.34190078,26.61
358,"Madison County, FL",18474,7424,40.18620764,29.83
359,"Manatee County, FL",373853,41315,11.05113507,33.33
360,"Marion County, FL",348371,50479,14.49001208,30.81
361,"Martin County, FL",157581,12171,7.723646886,33.51
362,"Miami-Dade County, FL",2715516,530684,19.54265782,39.22
363,"Monroe County, FL",76325,6597,8.64330167,32.69
364,"Nassau County, FL",80578,5981,7.422621559,26.22
365,"Okaloosa County, FL",200737,27086,13.49327727,24.14
366,"Okeechobee County, FL",40572,4329,10.66992014,30.67
367,"Orange County, FL",1321194,349226,26.43260566,27.87
368,"Osceola County, FL",338619,50017,14.77087818,27.23
369,"Palm Beach County, FL",1446277,310362,21.45937466,35.92
370,"Pasco County, FL",510593,43456,8.51088832,26.98
371,"Pinellas County, FL",957875,133936,13.98261777,36.94
372,"Polk County, FL",668671,115551,17.28069559,28.73
373,"Putnam County, FL",72766,12342,16.96121815,30.38
374,"St. Johns County, FL",235503,20314,8.625792453,22.02
375,"St. Lucie County, FL",305591,68432,22.39332965,29.32
376,"Santa Rosa County, FL",170442,14902,8.743150163,19.11
377,"Sarasota County, FL",412144,26381,6.400918126,35.62
378,"Seminole County, FL",455086,74310,16.32878181,22.99
379,"Sumter County, FL",120999,10530,8.702551261,48.45
380,"Suwannee County, FL",43924,5945,13.53474183,31.12
381,"Taylor County, FL",22098,5066,22.9251516,31.56
382,"Union County, FL",15239,3535,23.19706017,27.4
383,"Volusia County, FL",527634,68635,13.00806999,28.44
384,"Wakulla County, FL",31877,4978,15.61627506,24.88
385,"Walton County, FL",65858,4228,6.41987306,24.99
386,"Washington County, FL",24566,4372,17.79695514,29.68
387,"Appling County, GA",18454,3574,19.36707489,29.32
388,"Atkinson County, GA",8265,1544,18.68118572,35.45
389,"Bacon County, GA",11228,1769,15.75525472,27.54
390,"Baker County, GA",3189,1358,42.58388209,33.02
391,"Baldwin County, GA",45286,19890,43.92085854,27.27
392,"Banks County, GA",18510,799,4.316585629,25.94
393,"Barrow County, GA",76887,11792,15.33679296,17.25
394,"Bartow County, GA",103620,12405,11.9716271,20.46
395,"Ben Hill County, GA",17154,6313,36.80191209,29.88
396,"Berrien County, GA",19025,2398,12.60446781,28.07
397,"Bibb County, GA",153490,86425,56.30659978,27.32
398,"Bleckley County, GA",12775,3627,28.39138943,22.94
399,"Brantley County, GA",18561,876,4.719573299,24.76
400,"Brooks County, GA",15622,5493,35.16195109,32.26
401,"Bryan County, GA",35885,6008,16.74237146,17.55
402,"Bulloch County, GA",74782,22572,30.18373405,24.65
403,"Burke County, GA",22550,11031,48.91796009,24.75
404,"Butts County, GA",23750,7033,29.61263158,27.6
405,"Calhoun County, GA",6428,3953,61.49657747,36.26
406,"Camden County, GA",52714,11407,21.63941268,20.57
407,"Candler County, GA",10827,2888,26.6740556,31.15
408,"Carroll County, GA",116022,23953,20.64522246,20.47
409,"Catoosa County, GA",66299,2755,4.155417125,19.49
410,"Charlton County, GA",12983,3726,28.69906801,26.8
411,"Chatham County, GA",287049,122669,42.73451571,27.33
412,"Chattahoochee County, GA",10767,2726,25.31810161,15
413,"Chattooga County, GA",24817,2666,10.7426361,27.8
414,"Cherokee County, GA",241910,21994,9.091811004,17.13
415,"Clarke County, GA",124602,39653,31.82372675,22.72
416,"Clay County, GA",3001,2077,69.21026325,33.39
417,"Clayton County, GA",278666,208049,74.65891067,22.61
418,"Clinch County, GA",6743,1895,28.10321815,44.39
419,"Cobb County, GA",745057,245233,32.9146629,19.36
420,"Coffee County, GA",42961,12462,29.00770466,28.57
421,"Colquitt County, GA",45606,11131,24.40687629,26.83
422,"Columbia County, GA",147295,31006,21.05027326,16.3
423,"Cook County, GA",17184,4877,28.38105214,28.28
424,"Coweta County, GA",140516,27773,19.76500897,19.93
425,"Crawford County, GA",12344,3003,24.32760855,27.58
426,"Crisp County, GA",22846,10224,44.75181651,32.8
427,"Dade County, GA",16227,395,2.434214581,26.97
428,"Dawson County, GA",23861,390,1.634466284,23.23
429,"Decatur County, GA",26833,11274,42.01542876,28.69
430,"DeKalb County, GA",743187,452337,60.86449305,24
431,"Dodge County, GA",20919,5949,28.43826187,28.31
432,"Dooly County, GA",13905,6847,49.24128012,34.62
433,"Dougherty County, GA",91049,63928,70.21274259,28.27
434,"Douglas County, GA",141840,67904,47.87366046,19.53
435,"Early County, GA",10348,5381,52.00038655,33.25
436,"Echols County, GA",3994,225,5.633450175,32.48
437,"Effingham County, GA",58689,8606,14.66373596,18.55
438,"Elbert County, GA",19212,5931,30.87133042,30.16
439,"Emanuel County, GA",22499,7772,34.5437575,28.7
440,"Evans County, GA",10727,3354,31.26689662,31.78
441,"Fannin County, GA",24925,360,1.444332999,35.09
442,"Fayette County, GA",111369,29744,26.70761163,18.46
443,"Floyd County, GA",96824,15578,16.0889862,25.57
444,"Forsyth County, GA",219880,33860,15.39930871,13.58
445,"Franklin County, GA",22514,2364,10.50013325,26.37
446,"Fulton County, GA",1021902,525436,51.4174549,22.34
447,"Gilmer County, GA",29922,803,2.683644141,36.67
448,"Glascock County, GA",3009,292,9.704220671,23.51
449,"Glynn County, GA",83974,23450,27.92531022,29.88
450,"Gordon County, GA",56790,3374,5.941186829,27.39
451,"Grady County, GA",24926,7528,30.20139613,31.49
452,"Greene County, GA",16976,6202,36.53393025,35.83
453,"Gwinnett County, GA",902298,352384,39.05405975,20.15
454,"Habersham County, GA",44289,2558,5.775700513,29.69
455,"Hall County, GA",195961,18395,9.387071917,24.98
456,"Hancock County, GA",8535,6266,73.41534856,36.4
457,"Haralson County, GA",28956,1657,5.72247548,20.85
458,"Harris County, GA",33590,5882,17.51116404,23.52
459,"Hart County, GA",25631,4995,19.48811985,30.05
460,"Heard County, GA",11677,1165,9.976877623,25
461,"Henry County, GA",221307,101394,45.81599317,17.02
462,"Houston County, GA",151682,51266,33.79834127,18.99
463,"Irwin County, GA",9268,2808,30.29779888,25.99
464,"Jackson County, GA",65755,5531,8.41152764,19.39
465,"Jasper County, GA",13784,2925,21.22025537,26.06
466,"Jeff Davis County, GA",14991,2504,16.70335535,25.71
467,"Jefferson County, GA",15772,8553,54.22901344,30.14
468,"Jenkins County, GA",8827,3191,36.15044749,37.01
469,"Johnson County, GA",9730,3275,33.65878726,29.33
470,"Jones County, GA",28548,7351,25.74961468,23.31
471,"Lamar County, GA",18513,5560,30.03294982,27.63
472,"Lanier County, GA",10366,2567,24.7636504,24.85
473,"Laurens County, GA",47418,18231,38.44742503,29.08
474,"Lee County, GA",29348,6782,23.1089001,21.31
475,"Liberty County, GA",62108,27434,44.17144329,20.31
476,"Lincoln County, GA",7799,2483,31.83741505,26.88
477,"Long County, GA",18156,4646,25.58933686,20.61
478,"Lowndes County, GA",114582,44258,38.6256131,27.23
479,"Lumpkin County, GA",31951,939,2.938875153,22.73
480,"McDuffie County, GA",21498,8984,41.78993395,26.55
481,"McIntosh County, GA",14120,5111,36.19688385,30.94
482,"Macon County, GA",13480,8262,61.29080119,34.12
483,"Madison County, GA",28900,2963,10.25259516,27.48
484,"Marion County, GA",8484,2715,32.00141443,30.04
485,"Meriwether County, GA",21113,8331,39.45910103,33.16
486,"Miller County, GA",5836,1825,31.27141878,28.8
487,"Mitchell County, GA",22432,10618,47.33416548,32.54
488,"Monroe County, GA",27010,6605,24.45390596,25.57
489,"Montgomery County, GA",9036,2426,26.8481629,33.2
490,"Morgan County, GA",18235,4300,23.5810255,31.31
491,"Murray County, GA",39557,622,1.57241449,24.69
492,"Muscogee County, GA",196670,95958,48.79137642,27.13
493,"Newton County, GA",106497,48421,45.46700846,22.06
494,"Oconee County, GA",37017,3539,9.560472215,16.44
